CHROM,sw_Str,834927.AvgLD,834931.AvgLD,sSNP,toatalSNP,sSNP/totalSNP,smthedRatio
2,1010001,75,79,31,649,0.04776579352850539,0.04360090370621222
2,1020001,74,79,31,655,0.04732824427480916,0.043405532393423214
2,1030001,74,79,31,655,0.04732824427480916,0.0429430601517294
2,1040001,74,79,31,655,0.04732824427480916,0.042689364513233116
2,1050001,74,79,31,655,0.04732824427480916,0.042711171035752636
2,1060001,74,79,31,657,0.0471841704718417,0.04307224833787841
2,1070001,74,79,31,657,0.0471841704718417,0.043760506603742894
2,1080001,74,79,31,657,0.0471841704718417,0.0445554576951442
2,1090001,74,79,31,657,0.0471841704718417,0.045707601322365315
2,1100001,75,79,32,715,0.044755244755244755,0.04687308978573352
2,1110001,75,79,32,715,0.044755244755244755,0.04839443362411594
2,1120001,75,79,32,715,0.044755244755244755,0.05026142306844169
2,1130001,75,79,32,715,0.044755244755244755,0.052462538431679216
2,1140001,75,79,32,715,0.044755244755244755,0.05499498413912023
2,1150001,75,79,32,715,0.044755244755244755,0.05775401510735886
2,1160001,75,79,32,715,0.044755244755244755,0.060906581000582376
2,1170001,75,79,33,718,0.04596100278551532,0.06427677625871192
2,1180001,74,78,45,753,0.05976095617529881,0.0678959735245868
2,1190001,74,78,46,759,0.06060606060606061,0.07190391219158203
2,1200001,74,78,48,762,0.06299212598425197,0.07635071441484922
2,1210001,74,78,51,763,0.06684141546526867,0.08088980255140996
2,1220001,74,78,57,779,0.07317073170731707,0.08549778856567793
2,1230001,72,77,75,845,0.08875739644970414,0.090115160408432
2,1240001,71,76,87,895,0.09720670391061452,0.09471635958294083
2,1250001,71,76,91,907,0.10033076074972437,0.0992913083111039
2,1260001,71,75,96,941,0.10201912858660998,0.10382137651845734
2,1270001,70,75,101,964,0.10477178423236515,0.10827573274379798
2,1280001,70,75,127,1022,0.12426614481409001,0.11258710302004496
2,1290001,70,75,134,1038,0.12909441233140656,0.11680222597349968
2,1300001,69,75,139,1052,0.13212927756653992,0.12088625089638991
2,1310001,69,75,140,1055,0.13270142180094788,0.12484934106870431
2,1320001,69,75,142,1066,0.13320825515947468,0.1286412610071896
2,1330001,69,75,155,1097,0.14129443938012762,0.132272858086561
2,1340001,68,74,160,1121,0.14272970561998216,0.13568090627827795
2,1350001,68,74,181,1167,0.15509854327335046,0.13883006120786612
2,1360001,68,74,185,1183,0.15638207945900254,0.14162320541372128
2,1370001,68,74,187,1188,0.1574074074074074,0.1441222061164989
2,1380001,68,74,189,1195,0.1581589958158996,0.14629996252605967
2,1390001,68,74,191,1207,0.15824357912178957,0.14813717208637533
2,1400001,68,74,197,1221,0.16134316134316135,0.14960952337398017
2,1410001,67,73,203,1285,0.15797665369649805,0.15066762719836496
2,1420001,67,73,207,1298,0.15947611710323575,0.15132812576511687
2,1430001,66,73,210,1317,0.15945330296127563,0.1515634466951145
2,1440001,67,74,211,1379,0.15300942712110224,0.15168457207809097
2,1450001,70,80,221,1555,0.14212218649517686,0.15138029637371633
2,1460001,70,79,222,1573,0.14113159567705022,0.15072827130660185
2,1470001,69,79,223,1591,0.14016341923318668,0.1498284605474433
2,1480001,69,79,223,1592,0.14007537688442212,0.1488233563399189
2,1490001,69,79,224,1596,0.14035087719298245,0.1480365702422097
2,1500001,69,79,224,1596,0.14035087719298245,0.14729523682403176
2,1510001,69,79,224,1597,0.14026299311208515,0.14635182431283902
2,1520001,69,79,224,1594,0.14052697616060225,0.14511678927882413
2,1530001,69,79,227,1598,0.14205256570713393,0.1437909116289895
2,1540001,69,79,227,1601,0.14178638351030606,0.14297494112875686
2,1550001,69,79,228,1606,0.14196762141967623,0.14228378150554508
2,1560001,69,79,228,1617,0.14100185528756956,0.14170282795783057
2,1570001,69,79,228,1620,0.14074074074074075,0.14119120135528707
2,1580001,69,79,228,1636,0.1393643031784841,0.1407219508279821
2,1590001,69,79,228,1637,0.13927916921197311,0.14045335465321737
2,1600001,69,79,229,1639,0.13971934106162295,0.14033072900690474
2,1610001,69,79,230,1641,0.14015843997562463,0.1406197519938349
2,1620001,69,79,230,1643,0.13998782714546562,0.14115667242750077
2,1630001,69,79,230,1643,0.13998782714546562,0.14183925433879274
2,1640001,69,79,230,1644,0.13990267639902676,0.14276547390718766
2,1650001,69,79,230,1644,0.13990267639902676,0.14390554652184595
2,1660001,69,79,232,1646,0.14094775212636695,0.14533835845080292
2,1670001,69,78,232,1648,0.1407766990291262,0.14685227047916333
2,1680001,69,78,236,1659,0.14225437010247136,0.1485245665149019
2,1690001,69,78,250,1699,0.14714537963507945,0.15035760124875702
2,1700001,69,78,257,1699,0.15126545026486168,0.15211278944673481
2,1710001,69,78,266,1720,0.15465116279069768,0.153644931036022
2,1720001,69,79,273,1744,0.1565366972477064,0.15510381628997547
2,1730001,69,78,274,1750,0.15657142857142858,0.15669669310367984
2,1740001,69,78,274,1752,0.15639269406392695,0.15828987797924432
2,1750001,69,78,275,1754,0.15678449258836943,0.1599271619558812
2,1760001,69,79,286,1772,0.1613995485327314,0.1615809633825737
2,1770001,68,78,305,1807,0.16878804648588822,0.16343503518371721
2,1780001,68,78,312,1821,0.171334431630972,0.16518651057362782
2,1790001,68,78,317,1840,0.17228260869565218,0.16691691086384672
2,1800001,68,78,322,1852,0.17386609071274298,0.1686268519653744
2,1810001,68,78,325,1859,0.17482517482517482,0.1704170619669349
2,1820001,68,78,325,1859,0.17482517482517482,0.1722321008639155
2,1830001,68,78,327,1863,0.17552334943639292,0.17406290861985468
2,1840001,68,78,331,1845,0.17940379403794038,0.17585860441411175
2,1850001,68,78,333,1855,0.17951482479784367,0.17762401402453792
2,1860001,68,78,344,1880,0.1829787234042553,0.1793860478157545
2,1870001,68,78,346,1898,0.18229715489989462,0.18111261340930856
2,1880001,68,78,354,1913,0.18504966021955044,0.1827940202736934
2,1890001,68,78,354,1920,0.184375,0.18441914733463224
2,1900001,68,78,354,1926,0.1838006230529595,0.18595237223599126
2,1910001,68,78,354,1928,0.18360995850622408,0.18737815439596256
2,1920001,68,78,355,1930,0.18393782383419688,0.1887468067601974
2,1930001,68,78,362,1942,0.18640576725025745,0.1899949965011647
2,1940001,68,78,365,1946,0.18756423432682426,0.1911605794880662
2,1950001,68,78,375,1975,0.189873417721519,0.1923497155666887
2,1960001,67,77,387,2026,0.1910167818361303,0.1935638819144623
2,1970001,67,77,417,2127,0.19605077574047955,0.19478895234538227
2,1980001,66,76,421,2173,0.1937413713759779,0.19598021958655534
2,1990001,66,76,431,2195,0.19635535307517085,0.1970527137789544
2,2000001,66,76,439,2219,0.1978368634520054,0.19800641624585677
2,2010001,66,76,448,2241,0.1999107541276216,0.19883086306589068
2,2020001,65,75,453,2324,0.1949225473321859,0.19968456808781881
2,2030001,66,75,479,2393,0.20016715419974926,0.20068158503977426
2,2040001,65,75,492,2405,0.20457380457380459,0.20167768860821947
2,2050001,65,75,507,2443,0.2075317232910356,0.202628099486102
2,2060001,65,75,507,2446,0.2072771872444808,0.2035599005307353
2,2070001,65,75,505,2438,0.20713699753896636,0.20442737159790803
2,2080001,65,75,505,2435,0.20739219712525667,0.20521855157597643
2,2090001,65,75,506,2437,0.20763233483791546,0.20595727776689524
2,2100001,65,75,509,2442,0.20843570843570844,0.20674409017898304
2,2110001,65,75,509,2442,0.20843570843570844,0.2074776091978944
2,2120001,65,75,512,2448,0.20915032679738563,0.20813833267860873
2,2130001,65,75,512,2448,0.20915032679738563,0.2082371876642004
2,2140001,65,75,512,2448,0.20915032679738563,0.20825851585633778
2,2150001,65,75,514,2450,0.20979591836734693,0.20802783785421416
2,2160001,65,75,514,2440,0.21065573770491802,0.2078663920913132
2,2170001,65,75,514,2442,0.21048321048321048,0.20755197128801445
2,2180001,65,75,515,2443,0.21080638559148587,0.20743443372493997
2,2190001,65,75,515,2439,0.2111521115211152,0.20739592110720928
2,2200001,65,75,516,2440,0.21147540983606558,0.20748792795192467
2,2210001,65,75,516,2441,0.21138877509217535,0.207737716323386
2,2220001,65,75,516,2442,0.2113022113022113,0.2082123321475366
2,2230001,65,75,516,2442,0.2113022113022113,0.20876999248033765
2,2240001,65,75,519,2446,0.21218315617334424,0.20942992101775273
2,2250001,65,75,519,2442,0.21253071253071254,0.21025384312058681
2,2260001,65,75,521,2440,0.21352459016393444,0.21123622159704444
2,2270001,65,75,521,2440,0.21352459016393444,0.21251071208512273
2,2280001,65,75,521,2444,0.21317512274959083,0.21377277640131626
2,2290001,65,75,522,2445,0.2134969325153374,0.2151672702579469
2,2300001,65,75,523,2446,0.21381847914963206,0.21705935965162748
2,2310001,65,75,523,2446,0.21381847914963206,0.21941366152027958
2,2320001,65,75,529,2463,0.2147787251319529,0.22160138697500517
2,2330001,65,75,530,2464,0.2150974025974026,0.22412424874767667
2,2340001,65,75,530,2464,0.2150974025974026,0.22698193942101377
2,2350001,65,75,530,2465,0.2150101419878296,0.23023494986169205
2,2360001,65,75,530,2469,0.21466180639935195,0.23398753834949637
2,2370001,65,76,543,2482,0.21877518130539886,0.23806165375929034
2,2380001,65,75,615,2589,0.23754345307068367,0.24233359903232907
2,2390001,65,76,652,2653,0.24575951752732755,0.24703332881532897
2,2400001,65,76,707,2738,0.25821767713659605,0.25212951596099076
2,2410001,65,75,721,2766,0.2606652205350687,0.2574985688526086
2,2420001,65,75,774,2849,0.27167427167427166,0.2632351422614775
2,2430001,65,75,780,2870,0.27177700348432055,0.2691628624290515
2,2440001,65,75,810,2911,0.27825489522500857,0.275322798848295
2,2450001,65,75,831,2943,0.2823649337410805,0.2816892653396679
2,2460001,65,75,863,3005,0.2871880199667221,0.288302131721799
2,2470001,64,75,884,3061,0.2887945115975172,0.29500761560906347
2,2480001,64,75,943,3141,0.300222858962114,0.3018123179918235
2,2490001,64,75,964,3164,0.30467762326169406,0.30872198155891767
2,2500001,64,75,1021,3269,0.3123279290302845,0.31571355170223275
2,2510001,64,75,1076,3362,0.32004759071980965,0.32270812001917165
2,2520001,64,75,1117,3443,0.324426372349695,0.3296678386660235
2,2530001,64,76,1149,3461,0.3319849754406241,0.3365212877105563
2,2540001,64,77,1234,3567,0.3459489767311466,0.34323403342690456
2,2550001,64,77,1280,3677,0.34810987217840633,0.34972758592455444
2,2560001,64,76,1320,3771,0.3500397772474145,0.3559738285465267
2,2570001,62,74,1359,3658,0.37151448879168947,0.36202291896462696
2,2580001,62,74,1379,3653,0.3774979468929647,0.3677401818705596
2,2590001,62,75,1435,3739,0.38379245787643756,0.3730234289257379
2,2600001,62,74,1490,3843,0.38771792870153526,0.3778739631253453
2,2610001,62,74,1505,3881,0.387786652924504,0.38226197562053693
2,2620001,61,74,1554,3962,0.392226148409894,0.38613893372408603
2,2630001,61,74,1577,3927,0.40157881334351925,0.3895897041327623
2,2640001,61,74,1587,3948,0.40197568389057753,0.3930842843758051
2,2650001,61,74,1612,4010,0.4019950124688279,0.39632468284772926
2,2660001,61,74,1678,4135,0.40580411124546556,0.39947267025543864
2,2670001,61,74,1689,4164,0.40561959654178675,0.4022392137270691
2,2680001,61,74,1692,4134,0.409288824383164,0.40488444587800143
2,2690001,61,74,1713,4167,0.4110871130309575,0.40708097946495037
2,2700001,61,74,1731,4195,0.4126340882002384,0.4089956210812118
2,2710001,61,74,1768,4298,0.41135411819450907,0.4105558565247838
2,2720001,61,74,1784,4315,0.413441483198146,0.4117871371683981
2,2730001,61,74,1822,4401,0.41399681890479434,0.41260488512687243
2,2740001,61,74,1887,4571,0.41281995187048787,0.4133115449674089
2,2750001,60,73,1900,4616,0.41161178509532065,0.41372204860804823
2,2760001,61,74,1929,4694,0.41095014912654454,0.4139436760348203
2,2770001,61,73,1958,4767,0.4107405076568072,0.41399124669344756
2,2780001,61,74,1979,4821,0.41049574777017217,0.41378885240784047
2,2790001,61,73,1988,4856,0.40939044481054365,0.41344150507702515
2,2800001,60,73,2029,4948,0.41006467259498786,0.4131871159378569
2,2810001,60,73,2048,4991,0.4103386094970948,0.4127049916149455
2,2820001,60,72,2071,5091,0.40679630720879983,0.41199070916192665
2,2830001,60,72,2096,5149,0.40706933385123323,0.41167505441102104
2,2840001,60,73,2147,5249,0.4090302914840922,0.4113709435037112
2,2850001,60,73,2169,5298,0.40939977349943374,0.4110087089802391
2,2860001,60,73,2186,5342,0.4092100336952452,0.41068490551676035
2,2870001,60,72,2208,5401,0.4088131827439363,0.4102756949915991
2,2880001,60,72,2209,5403,0.4088469368869147,0.40991661605528446
2,2890001,60,72,2210,5412,0.40835181079083516,0.40978501472167883
2,2900001,60,72,2214,5417,0.4087133099501569,0.40964168434658077
2,2910001,60,72,2214,5418,0.40863787375415284,0.4094721451699255
2,2920001,60,72,2214,5418,0.40863787375415284,0.4093973291357858
2,2930001,60,72,2214,5419,0.4085624653995202,0.40929678373251477
2,2940001,60,72,2214,5417,0.4087133099501569,0.4093020210954038
2,2950001,60,72,2221,5427,0.4092500460659665,0.4093758135135777
2,2960001,60,73,2231,5441,0.41003492005146114,0.4095192688131177
2,2970001,60,72,2240,5454,0.4107077374404107,0.40965025386602183
2,2980001,60,72,2240,5453,0.41078305519897307,0.4098258529146361
2,2990001,60,72,2240,5453,0.41078305519897307,0.4100202781319432
2,3000001,60,72,2240,5453,0.41078305519897307,0.41022620203271465
2,3010001,60,72,2240,5454,0.4107077374404107,0.41039887227931215
2,3020001,60,73,2241,5453,0.4109664404914726,0.4105771411262734
2,3030001,60,73,2241,5453,0.4109664404914726,0.41081201765179937
2,3040001,60,73,2243,5456,0.4111070381231672,0.4110850236801467
2,3050001,60,73,2243,5456,0.4111070381231672,0.41135494907007847
2,3060001,60,73,2243,5454,0.41125779244591126,0.41169075546632916
2,3070001,60,73,2243,5454,0.41125779244591126,0.41205043920254747
2,3080001,60,73,2243,5454,0.41125779244591126,0.4123337497927558
2,3090001,60,73,2243,5454,0.41125779244591126,0.4126263019205253
2,3100001,60,72,2242,5399,0.4152620855714021,0.4129975280770699
2,3110001,60,72,2242,5406,0.414724380318165,0.41337986921712844
2,3120001,60,72,2242,5407,0.41464767893471427,0.413775417463078
2,3130001,60,72,2242,5408,0.4145710059171598,0.4141734070672292
2,3140001,60,72,2242,5408,0.4145710059171598,0.4145687919229692
2,3150001,60,72,2242,5408,0.4145710059171598,0.4150565250115854
2,3160001,60,72,2244,5412,0.4146341463414634,0.4154290794158398
2,3170001,60,72,2243,5409,0.41467923830652614,0.41579527006983535
2,3180001,60,72,2231,5374,0.4151470040937849,0.4161356011099546
2,3190001,60,72,2230,5369,0.4153473644999069,0.41635764231248945
2,3200001,60,72,2231,5370,0.4154562383612663,0.4162375848284017
2,3210001,60,72,2228,5361,0.4155941055773177,0.4161977485333988
2,3220001,60,72,2222,5345,0.4157156220767072,0.4162501935469521
2,3230001,60,73,2204,5279,0.41750331502178445,0.41643669545633544
2,3240001,60,73,2192,5229,0.41920061197169634,0.41672893813056033
2,3250001,60,73,2189,5218,0.41950939057110004,0.4171189684296574
2,3260001,60,73,2184,5185,0.42121504339440696,0.4175997556549362
2,3270001,60,73,2180,5164,0.42215336948102244,0.4181610676792581
2,3280001,60,73,2154,5108,0.4216914643696163,0.41881504185712926
2,3290001,60,73,2147,5092,0.4216417910447761,0.4195302464182084
2,3300001,60,73,2143,5079,0.4219334514668242,0.42030258148301614
2,3310001,60,73,2143,5084,0.42151848937844216,0.4211109997702545
2,3320001,60,73,2142,5074,0.4221521482065432,0.4219745285869384
2,3330001,60,73,2129,5045,0.422001982160555,0.422841355460316
2,3340001,60,73,2124,5029,0.42235036786637503,0.42375155338618403
2,3350001,60,73,2104,4984,0.42215088282504015,0.42469995283368384
2,3360001,60,73,2101,4969,0.42282149325820084,0.42580671474310056
2,3370001,60,73,2099,4964,0.4228444802578566,0.42694759392870446
2,3380001,60,73,2097,4959,0.42286751361161523,0.42812724877696484
2,3390001,60,73,2095,4948,0.4234033953112369,0.4293244798308504
2,3400001,60,73,2089,4977,0.4197307615029134,0.4305301064894035
2,3410001,60,73,2083,4914,0.42389092389092387,0.4317515975951784
2,3420001,60,73,2079,4900,0.42428571428571427,0.4329949862200598
2,3430001,60,73,2077,4882,0.425440393281442,0.4342211823918212
2,3440001,60,73,2076,4827,0.4300807955251709,0.4354152385451466
2,3450001,58,71,2066,4651,0.4442055471941518,0.43658721871230605
2,3460001,58,71,2066,4635,0.4457389428263215,0.43771926829976177
2,3470001,59,71,2065,4617,0.44726012562269873,0.4387944341955461
2,3480001,59,71,2065,4617,0.44726012562269873,0.4398249797004403
2,3490001,59,71,2064,4613,0.4474311727725992,0.44088036738502073
2,3500001,59,71,2065,4614,0.44755093194625056,0.44195894479261594
2,3510001,59,71,2065,4613,0.44764795144157815,0.44300842981285793
2,3520001,59,71,2065,4612,0.44774501300954034,0.4441974778520035
2,3530001,58,71,2062,4608,0.4474826388888889,0.4453869922536808
2,3540001,58,71,2062,4605,0.4477741585233442,0.446483513367325
2,3550001,59,71,2061,4599,0.4481409001956947,0.44750297730534744
2,3560001,59,71,2061,4591,0.44892180352864297,0.44844800443321076
2,3570001,59,71,2061,4590,0.44901960784313727,0.4492857111785581
2,3580001,58,71,2062,4576,0.4506118881118881,0.4500243359749675
2,3590001,58,71,2062,4575,0.4507103825136612,0.45063272498973983
2,3600001,58,71,2061,4573,0.4506888257161601,0.45110715353816816
2,3610001,58,71,2061,4573,0.4506888257161601,0.45144132831245304
2,3620001,58,71,2061,4576,0.45039335664335667,0.451620874360952
2,3630001,58,71,2061,4580,0.45,0.451671369022287
2,3640001,58,71,2061,4580,0.45,0.45156507888828135
2,3650001,58,71,2062,4581,0.45012006112202574,0.45132111885962656
2,3660001,58,71,2060,4581,0.4496834752237503,0.45082092721671374
2,3670001,58,71,2060,4591,0.448703986059682,0.45029294355865035
2,3680001,59,71,2059,4589,0.44868162998474614,0.4496365709484857
2,3690001,59,71,2045,4550,0.44945054945054946,0.448885795401832
2,3700001,59,71,2038,4534,0.4494927216585796,0.44811191574303094
2,3710001,59,71,2032,4517,0.44985609918087227,0.4476602339925769
2,3720001,58,71,2025,4493,0.450701090585355,0.447142121800262
2,3730001,58,71,2024,4488,0.45098039215686275,0.44657368995417873
2,3740001,58,71,2028,4502,0.4504664593513994,0.4460348174309475
2,3750001,58,71,2034,4521,0.44990046449900467,0.4455145276751876
2,3760001,58,71,2038,4533,0.44959188175601145,0.4450299596079023
2,3770001,58,70,2026,4559,0.4443957008115815,0.4443739041026975
2,3780001,58,70,2033,4594,0.44253373966042664,0.44376866335057746
2,3790001,58,70,2035,4603,0.44210297631979145,0.44329426871069316
2,3800001,58,70,2030,4601,0.44120843294935885,0.44287613999241915
2,3810001,58,70,2034,4620,0.44025974025974024,0.4425409575758323
2,3820001,58,70,2037,4636,0.43938740293356343,0.4422973935478149
2,3830001,58,70,2035,4635,0.43905070118662354,0.44212900881028605
2,3840001,58,70,2031,4628,0.4388504753673293,0.4420763634102175
2,3850001,58,70,2029,4620,0.43917748917748917,0.442099294508938
2,3860001,58,70,2018,4596,0.4390774586597041,0.4421911833419193
2,3870001,58,70,2016,4578,0.44036697247706424,0.44236258597694267
2,3880001,58,70,2009,4564,0.4401840490797546,0.4425926679222251
2,3890001,58,70,2009,4557,0.44086021505376344,0.44286805201446916
2,3900001,58,70,2009,4551,0.44144144144144143,0.44322708114503984
2,3910001,58,70,2009,4551,0.44144144144144143,0.4436414536315234
2,3920001,58,70,2008,4549,0.4414156957573093,0.44409630073138967
2,3930001,58,70,2001,4534,0.44133215703573003,0.4445879651021169
2,3940001,58,70,2000,4537,0.44081992506061274,0.4451233989078625
2,3950001,58,71,1992,4508,0.4418811002661934,0.44572849432702416
2,3960001,58,71,1980,4473,0.4426559356136821,0.44636510794174583
2,3970001,58,71,1951,4375,0.44594285714285714,0.4470435550979336
2,3980001,58,71,1947,4330,0.44965357967667435,0.4478048730419518
2,3990001,59,71,1937,4308,0.44962859795728877,0.4486146989837373
2,4000001,58,71,1930,4287,0.450198273851178,0.44943677136706883
2,4010001,58,71,1921,4267,0.450199203187251,0.4502742154762986
2,4020001,59,71,1917,4186,0.457955088389871,0.45112988601333504
2,4030001,58,71,1891,4120,0.4589805825242718,0.4518663553035899
2,4040001,59,71,1878,4112,0.4567120622568093,0.4525406519619622
2,4050001,59,71,1863,4074,0.4572901325478645,0.4531783614261704
2,4060001,59,71,1863,4076,0.4570657507360157,0.45378475019322195
2,4070001,59,71,1864,4079,0.4569747487129198,0.4545715193757579
2,4080001,59,71,1864,4081,0.4567507963734379,0.4552466409778773
2,4090001,59,71,1863,4079,0.45672959058592794,0.4557940334090057
2,4100001,59,71,1861,4075,0.4566871165644172,0.4562131205555359
2,4110001,59,71,1862,4077,0.4567083639931322,0.45651170321930207
2,4120001,59,71,1859,4074,0.45630829651448207,0.4567263605948494
2,4130001,59,71,1859,4075,0.4561963190184049,0.4570246021319383
2,4140001,59,71,1860,4076,0.4563297350343474,0.4572276500225066
2,4150001,59,71,1858,4080,0.4553921568627451,0.4574259143642004
2,4160001,59,71,1859,4082,0.4554140127388535,0.45748127957131857
2,4170001,59,71,1859,4083,0.4553024736713201,0.45748174448123674
2,4180001,59,71,1858,4088,0.45450097847358123,0.45725463563942836
2,4190001,59,71,1858,4091,0.45416768516255196,0.4568995429728583
2,4200001,59,71,1857,4093,0.453701441485463,0.4563944048455811
2,4210001,59,71,1857,4092,0.4538123167155425,0.45574671623455865
2,4220001,59,71,1857,4091,0.45392324615008556,0.454888319455526
